"Year,Month,Day,Hour,Minute,Department,Division,Case_Type,Hundred_Block,Street_Name,Local_Area"
"2009,8,28,13,15,ENG - Solid Waste,Sanitation,Cart - Garbage,15XX,TRAFALGAR ST,Kitsilano"
"2009,8,28,13,18,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,2600, - 2699 E 48TH AV,Victoria-Fraserview"
"2009,8,28,13,24,ENG - Streets,Streets Operations,Homelessness/Transient Issue,Intersection,ALEXANDER ST and COLUMBIA ST,Downtown"
"2009,8,28,13,24,ENG - Solid Waste,Sanitation,Recycling Bag Request,27XX,W 14TH AV,Kitsilano"
"2009,8,28,13,31,ENG - Solid Waste,Sanitation,Recycling Bag Request,28XX,E 19TH AV,Renfrew-Collingwood"
"2009,8,28,13,31,ENG - Solid Waste,Sanitation,Cart - Apartment Recycling,8XX,BIDWELL ST,West End"
"2009,8,28,13,36,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,27XX,E 23RD AV,Renfrew-Collingwood"
"2009,8,28,13,38,ENG - Solid Waste,Sanitation,Recycling Bag Request,8XX,HAWKS AV,Strathcona"
"2009,8,28,13,42,ENG - Solid Waste,Sanitation,Cart - Garbage,64XX,MAIN ST,Sunset"
"2009,8,28,13,45,ENG - Solid Waste,Sanitation,Recycling Bag Request,8XX,HAWKS AV,Strathcona"
"2009,8,28,13,53,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),13XX,LAURIER AV,Shaughnessy"
"2009,8,28,13,58,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,10XX,NICOLA ST,West End"
"2009,8,28,14,0,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,6XX,W 27TH AV,South Cambie"
"2009,8,28,14,2,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,12XX,W GEORGIA ST,Downtown"
"2009,8,28,14,2,ENG - Solid Waste,Sanitation,Cart - Garbage,11XX,THURLOW ST,West End"
"2009,8,28,14,3,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,11XX,THURLOW ST,West End"
"2009,8,28,14,16,ENG - Solid Waste,Sanitation,Cart - Garbage,5XX,W KING EDWARD AV,South Cambie"
"2009,8,28,14,16,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,26XX,W 11TH AV,Kitsilano"
"2009,8,28,14,17,ENG - Solid Waste,Sanitation,Cart - Garbage,26XX,MAPLE ST,Kitsilano"
"2009,8,28,14,20,ENG - Solid Waste,Sanitation,Cart - Garbage,5XX,W 26TH AV,South Cambie"
"2009,8,28,14,24,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,13XX,W 58TH AV,Marpole"
"2009,8,28,14,29,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),5XX,W 26TH AV,South Cambie"
"2009,8,28,14,32,ENG - Solid Waste,Sanitation,Recycling Bag Request,5XX,W KING EDWARD AV,South Cambie"
"2009,8,28,14,33,ENG - Solid Waste,Sanitation,Recycling Bag Request,5XX,W 26TH AV,South Cambie"
"2009,8,28,14,33,ENG - Solid Waste,Sanitation,Recycling Box Request,5XX,W 26TH AV,South Cambie"
"2009,8,28,14,35,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,14XX,HARO ST,West End"
"2009,8,28,14,49,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,35XX,W 39TH AV,Dunbar Southlands"
"2009,8,28,14,49,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,24XX,W 20TH AV,Arbutus Ridge"
"2009,8,28,14,55,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,17XX,COMMERCIAL DRIVE,Grandview-Woodland"
"2009,8,28,14,55,ENG - Solid Waste,Sanitation,Cart - Garbage,35XX,NAPIER ST,Hastings-Sunrise"
"2009,8,28,15,3,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,46XX,W 11TH AV,West Point Grey"
"2009,8,28,15,11,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,78XX,FRENCH ST,Marpole"
"2009,8,28,15,13,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,3000, - 3099 E 2ND AV,Hastings-Sunrise"
"2009,8,28,15,16,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,8XX,W KING EDWARD AV,South Cambie"
"2009,8,28,15,17,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,21XX,W 2ND AV,Kitsilano"
"2009,8,28,15,19,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,18XX,TRAFALGAR ST,Kitsilano"
"2009,8,28,15,24,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,78XX,FRENCH ST,Marpole"
"2009,8,28,15,25,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,9XX,NICOLA ST,West End"
"2009,8,28,15,25,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,35XX,DUNDAS ST,Hastings-Sunrise"
"2009,8,28,15,26,ENG - Solid Waste,Sanitation,Recycling Bag Request,6XX,W 19TH AV,South Cambie"
"2009,8,28,15,26,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,18XX,W 10TH AV,Kitsilano"
"2009,8,28,15,26,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,35XX,HUDSON ST,Shaughnessy"
"2009,8,28,15,28,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,18XX,W 10TH AV,Kitsilano"
"2009,8,28,15,28,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,11XX,THURLOW ST,West End"
"2009,8,28,15,33,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,75XX,VIVIAN DRIVE,Victoria-Fraserview"
"2009,8,28,15,41,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,21XX,W 21ST AV,Arbutus Ridge"
"2009,8,28,15,42,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,12XX,W 58TH AV,Marpole"
"2009,8,28,15,43,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,12XX,MATTHEWS AV,Shaughnessy"
"2009,8,28,15,48,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,49XX,CAMBIE ST,South Cambie"
"2009,8,28,15,52,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,25XX,YORK AV,Kitsilano"
"2009,8,28,15,55,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,25XX,YORK AV,Kitsilano"
"2009,8,28,15,57,ENG - Solid Waste,Sanitation,Recycling Bag Request,38XX,RUPERT ST,Renfrew-Collingwood"
"2009,8,28,15,59,ENG - Solid Waste,Sanitation,Recycling Box Request,2XX,E 56TH AV,Sunset"
"2009,8,28,15,59,ENG - Solid Waste,Sanitation,Recycling Bag Request,2XX,E 56TH AV,Sunset"
"2009,8,28,16,1,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,76XX,FRENCH ST,Marpole"
"2009,8,28,16,6,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,39XX,OSLER ST,Shaughnessy"
"2009,8,28,16,7,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),XX,W 11TH AV,Mount Pleasant"
"2009,8,28,16,12,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,79XX,FRENCH ST,Marpole"
"2009,8,28,16,16,ENG - Streets,Streets Operations,Sidewalk - Repair,35XX,W 30TH AV,Dunbar Southlands"
"2009,8,28,16,16,ENG - Solid Waste,Sanitation,Recycling Bag Request,30XX,W 5TH AV,Kitsilano"
"2009,8,28,16,20,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,78XX,OSLER ST,Marpole"
"2009,8,28,16,22,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,300, - 399 GARDEN DRIVE,Grandview-Woodland"
"2009,8,28,16,32,ENG - Solid Waste,Sanitation,Cart - Garbage,30XX,E 28TH AV,Renfrew-Collingwood"
"2009,8,28,16,35,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,28XX,W 35TH AV,Arbutus Ridge"
"2009,8,28,16,37,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,10XX,HARWOOD ST,West End"
"2009,8,28,16,40,CSG - Inspections,Reception,Reception After Hours Inquiry Case,48XX,KNIGHT ST,Kensington-Cedar Cottage"
"2009,8,28,16,43,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),22XX,BONNYVALE AV,Victoria-Fraserview"
"2009,8,28,16,43,ENG - Solid Waste,Sanitation,Cart - Garbage,13XX,E 24TH AV,Kensington-Cedar Cottage"
"2009,8,28,16,46,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,28XX,W 35TH AV,Arbutus Ridge"
"2009,8,28,16,50,ENG - Solid Waste,Sanitation,Cart - Garbage,6XX,W 71ST AV,Marpole"
"2009,8,28,16,58,ENG - Transportation,Traffic and Data Management,Traffic & Pedestrian Signal - New,1200, - 1299 PACIFIC BOULEVARD,Downtown"
"2009,8,28,17,1,ENG - Solid Waste,Sanitation,Cart - Garbage,6XX,W 71ST AV,Marpole"
"2009,8,28,17,3,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),6XX,W 71ST AV,Marpole"
"2009,8,28,17,8,ENG - Solid Waste,Sanitation,Cart - Garbage,33XX,E 25TH AV,Renfrew-Collingwood"
"2009,8,28,18,8,ENG - Streets,Streets Operations,Pothole - Repair,Intersection,E 33RD AV and MAIN ST,Riley Park"
"2009,8,28,18,46,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),8XX,W 33RD AV,South Cambie"
"2009,8,28,19,41,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,12XX,BURNABY ST,West End"
"2009,8,28,20,58,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,9XX,E 41ST AV,Kensington-Cedar Cottage"
"2009,8,29,8,53,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,Intersection,E 41ST AV and EARLES ST,Renfrew-Collingwood"
"2009,8,29,8,56,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,77XX,FRENCH ST,Marpole"
"2009,8,29,10,7,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,50XX,VICTORIA DRIVE,Kensington-Cedar Cottage"
"2009,8,29,10,8,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,1XX,E 28TH AV,Riley Park"
"2009,8,29,10,12,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,1700, - 1799 KITCHENER ST,Grandview-Woodland"
"2009,8,29,10,14,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,25XX,YORK AV,Kitsilano"
"2009,8,29,11,24,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,72XX,ANGUS DRIVE,Kerrisdale"
"2009,8,29,11,39,ENG - Solid Waste,Sanitation,Recycling Bag Request,15XX,E 12TH AV,Kensington-Cedar Cottage"
"2009,8,29,12,26,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,1900, - 1999 W 14TH AV,Kitsilano"
"2009,8,29,12,55,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,55XX,OBEN ST,Renfrew-Collingwood"
"2009,8,29,14,1,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,27XX,ST. CATHERINES ST,Mount Pleasant"
"2009,8,29,14,50,ENG - Transportation,Neighbourhood Parking and Transportation,Residential Parking Requests,2600, - 2699 TURNER ST,Hastings-Sunrise"
"2009,8,29,15,50,ENG - Streets,Streets Operations,Street - Surface Water Flooding,57XX,CULLODEN ST,Sunset"
"2009,8,29,17,1,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,80XX,CAMBIE ST,Marpole"
"2009,8,29,17,4,ENG - Transportation,Traffic and Data Management,Curbside Sign - New,49XX,JOYCE ST,Renfrew-Collingwood"
"2009,8,30,9,40,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,28XX,E 42ND AV,Killarney"
"2009,8,30,12,9,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,200, - 299 TEMPLETON DRIVE,Grandview-Woodland"
"2009,8,30,12,59,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),12XX,BURNABY ST,West End"
"2009,8,30,16,15,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,28XX,YEW ST,Kitsilano"
"2009,8,30,17,53,ENG - Solid Waste,Sanitation,Cart - Garbage,6XX,E CORDOVA ST,Strathcona"
"2009,8,30,19,53,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),27XX,E 22ND AV,Renfrew-Collingwood"
"2009,8,30,19,55,ENG - Solid Waste,Sanitation,Recycling Bag Request,11XX,E 33RD AV,Kensington-Cedar Cottage"
"2009,8,30,20,12,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,15XX,E 10TH AV,Kensington-Cedar Cottage"
"2009,8,30,20,15,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,16XX,E 10TH AV,Kensington-Cedar Cottage"
"2009,8,30,20,17,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,15XX,E 11TH AV,Kensington-Cedar Cottage"
"2009,8,30,20,22,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,15XX,E 11TH AV,Kensington-Cedar Cottage"
"2009,8,31,7,11,ENG - Solid Waste,Sanitation,Recycling Bag Request,2XX,E 56TH AV,Sunset"
"2009,8,31,7,39,ENG - Solid Waste,Sanitation,Recycling Bag Request,14XX,E 29TH AV,Kensington-Cedar Cottage"
"2009,8,31,7,41,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,16XX,MAPLE ST,Kitsilano"
"2009,8,31,7,47,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,4XX,W 15TH AV,Mount Pleasant"
"2009,8,31,7,49,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,4XX,W 15TH AV,Mount Pleasant"
"2009,8,31,7,54,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,4XX,W 15TH AV,Mount Pleasant"
"2009,8,31,8,2,CSG - Inspections,Reception,Reception After Hours Inquiry Case,71XX,GRANVILLE ST,Oakridge"
"2009,8,31,8,3,ENG - Solid Waste,Sanitation,Cart - Garbage,XX,E 60TH AV,Sunset"
"2009,8,31,8,6,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),XX,E 60TH AV,Sunset"
"2009,8,31,8,12,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,57XX,CAMBIE ST,Oakridge"
"2009,8,31,8,12,ENG - Solid Waste,Sanitation,Recycling Bag Request,62XX,LARCH ST,Kerrisdale"
"2009,8,31,8,25,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,54XX,VICTORIA DRIVE,Kensington-Cedar Cottage"
"2009,8,31,8,33,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,26XX,W 10TH AV,Kitsilano"
"2009,8,31,8,33,ENG - Solid Waste,Sanitation,Recycling Box Request,11XX,E 24TH AV,Kensington-Cedar Cottage"
"2009,8,31,8,36,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,22XX,SCARBORO AV,Victoria-Fraserview"
"2009,8,31,8,36,ENG - Solid Waste,Sanitation,Recycling Box Request,39XX,FLEMING ST,Kensington-Cedar Cottage"
"2009,8,31,8,38,ENG - Solid Waste,Sanitation,Recycling Bag Request,39XX,FLEMING ST,Kensington-Cedar Cottage"
"2009,8,31,8,39,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,54XX,ASH ST,South Cambie"
"2009,8,31,8,52,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,15XX,W 14TH AV,Fairview"
"2009,8,31,8,53,ENG - Solid Waste,Sanitation,Recycling Bag Request,24XX,CAMBRIDGE ST,Hastings-Sunrise"
"2009,8,31,8,55,ENG - Solid Waste,Sanitation,Cart - Garbage,4XX,W 16TH AV,Mount Pleasant"
"2009,8,31,8,57,ENG - Solid Waste,Sanitation,Recycling Bag Request,4XX,W 16TH AV,Mount Pleasant"
"2009,8,31,8,58,ENG - Solid Waste,Sanitation,Recycling Box Request,4XX,W 16TH AV,Mount Pleasant"
"2009,8,31,9,2,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,57XX,MANITOBA ST,Oakridge"
"2009,8,31,9,3,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,24XX,YORK AV,Kitsilano"
"2009,8,31,9,5,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,55XX,ELIZABETH ST,Riley Park"
"2009,8,31,9,7,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,38XX,HEATHER ST,South Cambie"
"2009,8,31,9,10,ENG - Streets,Streets Operations,Streets - General Issues,18XX,PARKER ST,Grandview-Woodland"
"2009,8,31,9,13,ENG - Streets,Streets Operations,Streets - General Issues,11XX,W 7TH AV,Fairview"
"2009,8,31,9,16,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,3XX,E 41ST AV,Riley Park"
"2009,8,31,9,19,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,20XX,E 12TH AV,Kensington-Cedar Cottage"
"2009,8,31,9,20,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,11XX,PARK DRIVE,Marpole"
"2009,8,31,9,21,ENG - Solid Waste,Sanitation,Cart - Garbage,34XX,W 10TH AV,Kitsilano"
"2009,8,31,9,23,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),28XX,KITCHENER ST,Hastings-Sunrise"
"2009,8,31,9,23,ENG - Solid Waste,Sanitation,Recycling Bag Request,26XX,W 7TH AV,Kitsilano"
"2009,8,31,9,23,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),34XX,W 10TH AV,Kitsilano"
"2009,8,31,9,23,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,69XX,MCKINNON ST,Killarney"
"2009,8,31,9,24,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),13XX,DEVONSHIRE CRESCENT,Shaughnessy"
"2009,8,31,9,24,ENG - Solid Waste,Sanitation,Recycling Box Request,34XX,W 10TH AV,Kitsilano"
"2009,8,31,9,24,ENG - Solid Waste,Sanitation,Recycling Bag Request,34XX,W 10TH AV,Kitsilano"
"2009,8,31,9,27,ENG - Solid Waste,Sanitation,Recycling Bag Request,40XX,W 30TH AV,Dunbar Southlands"
"2009,8,31,9,31,ENG - Solid Waste,Sanitation,Cart - Garbage,40XX,W 30TH AV,Dunbar Southlands"
"2009,8,31,9,31,ENG - Solid Waste,Sanitation,Recycling Bag Request,22XX,W 13TH AV,Kitsilano"
"2009,8,31,9,32,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,18XX,W 35TH AV,Shaughnessy"
"2009,8,31,9,35,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,10XX,E 31ST AV,Kensington-Cedar Cottage"
"2009,8,31,9,40,ENG - Solid Waste,Sanitation,Cart - Garbage,49XX,BLENHEIM ST,Dunbar Southlands"
"2009,8,31,9,41,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,48XX,DUMFRIES ST,Kensington-Cedar Cottage"
"2009,8,31,9,41,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,25XX,W 1ST AV,Kitsilano"
"2009,8,31,9,42,ENG - Solid Waste,Sanitation,Recycling Bag Request,49XX,BLENHEIM ST,Dunbar Southlands"
"2009,8,31,9,44,ENG - Solid Waste,Sanitation,Recycling Bag Request,49XX,BLENHEIM ST,Dunbar Southlands"
"2009,8,31,9,45,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,Intersection,E PENDER ST and PENTICTON ST,Hastings-Sunrise"
"2009,8,31,9,50,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,10XX,E GEORGIA ST,Strathcona"
"2009,8,31,9,53,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,2XX,E PENDER ST,Strathcona"
"2009,8,31,9,54,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,16XX,HARO ST,West End"
"2009,8,31,9,55,ENG - Solid Waste,Sanitation,Cart - Apartment Recycling,17XX,NELSON ST,West End"
"2009,8,31,9,55,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,19XX,E 8TH AV,Grandview-Woodland"
"2009,8,31,9,56,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,61XX,FRASER ST,Sunset"
"2009,8,31,9,56,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,16XX,HARO ST,West End"
"2009,8,31,9,57,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,Intersection,ONTARIO ST and W 17TH AV,Riley Park"
"2009,8,31,10,4,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,15XX,W 71ST AV,Marpole"
"2009,8,31,10,4,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,Intersection,E 47TH AV and FRASER ST,Sunset"
"2009,8,31,10,5,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,52XX,KERSLAND DRIVE,Riley Park"
"2009,8,31,10,8,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,28XX,TRIUMPH ST,Hastings-Sunrise"
"2009,8,31,10,11,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,6XX,LAKEWOOD DRIVE,Grandview-Woodland"
"2009,8,31,10,16,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,45XX,W 14TH AV,West Point Grey"
"2009,8,31,10,21,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,Intersection,FELLOWES ST and N BOUNDARY ROAD,"
"2009,8,31,10,23,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,4XX,AUBREY PLACE,Riley Park"
"2009,8,31,10,31,ENG - Solid Waste,Sanitation,Recycling Bag Request,40XX,W 21ST AV,Dunbar Southlands"
"2009,8,31,10,39,ENG - Solid Waste,Sanitation,Cart - Garbage,47XX,DUMFRIES ST,Kensington-Cedar Cottage"
"2009,8,31,10,41,ENG - Solid Waste,Sanitation,Recycling Box Request,30XX,E 27TH AV,Renfrew-Collingwood"
"2009,8,31,10,41,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,64XX,FRASER ST,Sunset"
"2009,8,31,10,42,ENG - Solid Waste,Sanitation,Recycling Bag Request,30XX,E 27TH AV,Renfrew-Collingwood"
"2009,8,31,10,43,ENG - Solid Waste,Sanitation,Cart - Garbage,28XX,E 18TH AV,Renfrew-Collingwood"
"2009,8,31,10,45,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,9XX,RUPERT ST,Hastings-Sunrise"
"2009,8,31,10,45,ENG - Solid Waste,Sanitation,Cart - Garbage,28XX,E 18TH AV,Renfrew-Collingwood"
"2009,8,31,10,46,ENG - Streets,Streets Operations,Streets - General Issues,3300, - 3399 W 2ND AV,Kitsilano"
"2009,8,31,10,46,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),28XX,E 18TH AV,Renfrew-Collingwood"
"2009,8,31,10,47,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,29XX,E 7TH AV,Hastings-Sunrise"
"2009,8,31,10,55,ENG - Streets,Streets Operations,Streets - General Issues,35XX,E 29TH AV,Renfrew-Collingwood"
"2009,8,31,10,55,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,9XX,PACIFIC ST,Downtown"
"2009,8,31,10,55,ENG - Streets,Streets Operations,Streets - General Issues,35XX,PUGET DRIVE,Dunbar Southlands"
"2009,8,31,10,57,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),33XX,E 28TH AV,Renfrew-Collingwood"
"2009,8,31,10,58,ENG - Solid Waste,Sanitation,Cart - Garbage,33XX,E 28TH AV,Renfrew-Collingwood"
"2009,8,31,11,2,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,18XX,FRANCES ST,Grandview-Woodland"
"2009,8,31,11,6,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,18XX,FRANCES ST,Grandview-Woodland"
"2009,8,31,11,6,ENG - Solid Waste,Sanitation,Recycling Bag Request,33XX,E 28TH AV,Renfrew-Collingwood"
"2009,8,31,11,7,ENG - Solid Waste,Sanitation,Recycling Box Request,33XX,E 28TH AV,Renfrew-Collingwood"
"2009,8,31,11,9,ENG - Solid Waste,Sanitation,Cart - Garbage,27XX,E 26TH AV,Renfrew-Collingwood"
"2009,8,31,11,12,ENG - Solid Waste,Sanitation,Cart - Garbage,28XX,TURNER ST,Hastings-Sunrise"
"2009,8,31,11,13,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,13XX,THE CRESCENT,Shaughnessy"
"2009,8,31,11,19,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Pole Repair,6XX,W 33RD AV,South Cambie"
"2009,8,31,11,21,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,37XX,W 4TH AV,West Point Grey"
"2009,8,31,11,22,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,XX,E 54TH AV,Sunset"
"2009,8,31,11,29,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),2XX,E 64TH AV,Sunset"
